neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
2,129,3,32,1,8,21
2,14,2,51,4,19,189
3,202,1,120,3,20,157
2,215,1,144,6,1,71
3,179,1,205,1,2,124
3,210,1,225,1,29,14
2,14,2,63,1,3,44
3,96,3,75,1,4,365
3,202,2,120,2,7,66
2,29,2,54,3,0,99
2,75,1,115,5,4,3
4,186,2,60,2,15,356
2,92,2,110,2,3,2
4,78,2,59,3,35,158
3,179,2,100,1,1,328
2,14,2,100,2,31,358
4,118,1,125,2,10,8
2,14,2,40,1,13,184
3,104,2,99,1,3,365
2,159,1,120,2,21,13
3,138,1,265,2,5,83
3,192,2,100,1,2,349
2,14,1,120,2,0,40
3,95,2,125,1,11,365
3,65,1,59,2,17,79
4,55,1,190,4,0,152
1,180,2,45,2,6,24
2,109,2,52,3,8,27
3,95,1,100,2,0,11
4,184,2,92,1,0,180
2,14,1,160,3,32,3
3,128,2,150,1,8,52
2,152,1,129,3,7,12
4,5,2,85,3,1,341
3,120,1,190,3,8,79
3,95,2,90,2,16,235
2,29,1,125,2,2,347
2,52,2,72,3,6,83
1,193,1,175,2,28,36
4,164,2,55,2,12,89
3,207,2,60,1,3,341
2,215,1,250,3,2,10
3,203,1,165,2,0,5
3,128,1,252,2,16,327
3,96,1,209,3,1,68
2,215,1,190,4,2,128
3,203,2,39,4,2,53
1,174,2,65,2,5,183
5,187,1,68,2,4,65
3,62,1,120,5,35,303
2,29,2,65,1,0,19
4,78,2,55,1,7,85
2,92,1,141,5,8,9
2,18,2,65,2,30,305
4,23,1,44,1,17,44
3,202,2,85,1,9,29
3,62,1,120,2,8,11
4,78,2,50,1,20,2
3,179,2,119,1,7,23
2,14,1,249,3,12,38
3,95,2,120,3,1,339
2,52,1,70,3,2,88
2,29,2,42,1,18,60
2,29,1,140,2,12,48
2,191,1,120,3,13,201
2,215,1,101,2,4,75
4,5,2,100,2,15,318
3,96,3,75,1,6,361
4,60,2,45,2,11,294
1,11,2,75,1,3,129
2,52,2,38,2,0,179
3,95,2,82,1,6,180
2,215,1,125,4,11,11
2,81,1,120,2,4,42
2,159,2,75,2,11,1
3,128,2,85,1,1,43
3,87,1,199,3,20,123
4,221,1,108,2,2,5
3,96,3,75,1,33,225
4,165,2,58,1,6,176
2,14,2,42,2,9,64
4,167,1,90,1,22,5
2,77,1,110,2,30,327
2,14,1,179,4,28,130
2,183,2,100,1,2,87
2,176,2,59,5,3,97
4,169,1,200,3,2,261
3,120,2,150,3,9,219
2,42,1,150,4,2,22
3,104,1,99,5,3,271
2,183,1,85,3,6,98
3,95,2,80,3,0,70
3,74,2,204,2,4,327
3,202,1,161,1,0,22
2,14,2,112,1,29,84
3,138,3,160,1,0,365
3,36,1,189,4,25,191
4,69,2,75,1,2,351
2,29,2,69,2,22,139
4,5,2,109,1,2,138
2,215,2,105,3,8,179
2,29,1,159,2,16,127
2,52,1,189,4,15,15
4,60,2,46,2,31,51
3,35,2,130,3,11,106
3,207,2,55,6,12,3
3,207,2,145,3,1,3
2,215,2,50,2,3,330
4,5,2,100,4,0,114
2,29,1,175,4,7,54
2,29,1,105,5,26,269
4,106,2,50,1,0,70
2,215,1,170,1,0,365
3,95,2,65,2,18,188
3,65,1,160,3,31,136
3,65,1,250,1,15,15
2,29,2,76,2,11,102
2,58,2,249,1,20,39
4,190,2,70,4,4,25
4,190,2,60,1,10,184
4,167,2,75,3,8,81
5,162,2,69,3,23,172
2,215,2,57,1,31,116
2,29,2,90,1,1,280
2,109,2,67,1,10,365
4,182,1,115,1,23,66
3,202,1,130,1,0,28
2,52,2,69,2,15,359
2,160,1,40,2,25,223
4,69,3,15,1,19,271
2,183,2,56,2,15,57
3,128,1,250,5,5,179
3,93,2,116,1,0,105
3,95,3,60,1,0,86
4,5,1,110,2,33,305
2,42,2,175,3,0,83
4,5,2,49,1,14,89
4,4,1,140,1,36,70
4,5,1,160,2,1,7
3,138,1,239,3,3,158
4,23,1,58,1,0,159
3,95,2,80,3,3,178
2,81,1,200,1,0,12
2,29,2,40,2,1,16
2,215,1,225,2,9,120
4,60,3,70,1,1,89
3,65,2,260,1,0,317
3,95,2,55,5,1,38
2,21,3,30,5,2,333
2,29,1,110,1,1,353
3,65,2,66,3,0,9
2,14,2,72,2,36,71
3,38,2,100,4,8,7
2,14,2,50,2,0,31
1,33,1,62,3,32,42
4,105,2,49,2,23,358
3,203,1,135,5,28,24
2,160,2,55,4,26,73
1,112,2,100,3,0,88
3,93,2,100,3,6,175
2,14,2,65,3,0,68
3,96,1,190,2,4,29
3,95,2,71,5,6,305
4,60,2,55,1,27,171
2,52,1,150,3,23,120
4,184,2,85,1,14,163
3,95,1,183,2,3,37
4,106,1,85,1,5,62
3,207,2,45,1,25,205
2,92,2,150,2,28,72
3,35,1,175,3,3,49
4,118,1,70,3,2,4
3,35,1,220,1,9,13
3,62,1,200,2,9,27
2,215,2,113,3,27,37
2,163,1,200,2,10,345
3,192,2,100,1,0,230
3,95,1,129,4,17,64
5,41,2,50,2,8,37
3,96,2,90,2,12,338
2,92,1,199,3,33,60
2,46,1,250,3,1,13
3,192,2,100,1,0,256
4,78,1,15,2,0,361
4,167,2,55,1,19,311
2,14,2,45,2,23,50
3,203,3,60,1,17,39
2,29,1,90,4,2,34
3,128,1,198,2,16,263
3,36,2,75,4,23,212
2,27,1,90,3,26,138
4,55,1,100,1,9,2
3,96,3,80,1,18,48
3,95,1,175,3,1,46
3,95,2,60,3,7,199
3,179,2,105,1,18,91
4,84,2,55,1,32,28
2,14,2,63,3,27,225
3,96,3,75,1,7,363
2,27,1,65,2,23,20
2,21,1,67,1,1,49
3,93,1,220,1,4,29
4,60,3,43,1,0,153
3,95,1,200,1,4,365
2,64,3,159,1,7,180
3,207,2,68,3,34,253
2,29,1,200,3,7,6
4,5,2,77,2,1,364
2,14,3,32,1,17,87
3,36,2,90,1,1,39
2,14,2,70,1,5,111
4,5,2,80,5,30,249
2,31,2,110,1,1,365
3,65,1,210,5,11,8
2,58,2,153,3,28,11
2,14,2,48,5,6,28
1,67,1,42,1,32,32
4,190,2,50,1,4,82
3,120,2,101,4,4,2
3,95,2,60,1,19,356
2,160,1,190,4,26,145
3,128,2,100,1,8,236
4,190,2,109,1,5,356
2,61,2,44,4,24,87
3,65,2,80,3,0,18
3,95,1,125,2,31,14
3,95,2,52,1,13,167
3,203,1,149,3,32,96
2,92,1,180,1,2,365
4,60,1,169,4,19,128
4,55,1,90,3,0,21
2,81,2,90,4,32,295
3,203,2,59,1,15,330
2,215,2,78,2,2,5
2,183,1,134,5,5,13
4,51,3,25,2,1,346
2,31,2,49,2,16,346
3,95,2,65,1,0,364
4,167,1,199,3,5,145
4,190,2,65,5,12,76
2,215,1,275,4,27,197
2,217,1,150,1,1,129
2,215,1,190,2,9,2
4,118,2,55,2,12,81
2,14,1,149,2,3,268
1,97,2,45,5,15,123
5,195,2,85,2,29,296
4,85,2,83,2,4,364
2,215,2,78,1,35,247
4,221,1,169,2,0,91
4,23,2,55,2,1,56
3,35,2,100,1,3,269
3,74,2,270,1,0,362
2,215,2,63,5,24,7
3,203,2,45,3,3,2
4,172,2,160,1,1,365
4,118,2,60,1,36,316
2,77,2,100,1,18,364
2,160,1,140,2,11,35
2,81,2,120,3,1,365
2,75,2,39,3,13,186
2,215,1,135,1,24,36
2,29,2,99,2,8,88
2,14,2,75,2,13,365
2,215,2,70,1,1,46
2,14,1,275,3,21,5
4,118,2,68,1,23,298
2,42,1,110,3,15,3
3,95,1,155,1,1,5
2,29,2,55,1,16,169
3,65,2,94,5,5,47
2,191,2,79,1,35,59
3,203,2,80,5,3,188
5,47,2,33,4,18,322
2,160,2,42,2,12,53
4,106,1,60,1,0,177
3,95,2,69,2,13,112
3,74,1,236,2,9,347
4,124,1,150,2,19,309
4,190,2,45,6,1,14
2,42,2,59,3,0,179
4,114,1,50,1,14,356
2,14,1,120,5,2,301
2,29,2,90,2,6,358
2,215,1,250,3,16,271
2,61,1,150,2,4,106
5,162,1,140,2,12,340
2,52,1,125,5,1,321
2,14,1,150,4,0,18
3,207,2,75,2,24,321
2,64,1,150,1,13,89
3,62,1,150,2,2,102
2,92,3,35,2,16,274
2,215,1,250,2,3,184
3,202,3,49,2,17,39
3,95,2,60,1,23,97
3,95,1,159,1,5,44
2,29,2,43,3,5,179
3,202,1,125,5,0,58
4,118,1,180,1,0,60
2,215,2,100,3,19,172
3,95,2,100,5,4,89
2,183,1,192,4,6,8
2,183,1,175,2,2,14
3,74,1,160,1,27,302
2,52,1,200,2,22,20
2,81,1,129,1,9,157
4,118,2,125,2,21,128
3,96,1,269,5,0,19
2,53,2,38,1,10,365
2,29,2,80,1,2,188
3,35,2,149,2,19,274
3,96,1,170,1,4,123
2,215,2,60,4,3,25
2,29,2,70,3,15,137
3,192,2,85,4,14,33
1,39,2,125,2,0,364
3,113,1,80,1,0,1
3,36,1,189,2,10,35
2,81,2,65,2,14,275
3,95,1,250,3,18,20
4,106,2,40,2,4,55
2,215,2,70,2,19,19
4,5,1,180,2,7,90
3,128,2,125,1,6,142
3,95,1,140,4,7,128
4,110,2,55,1,0,179
2,44,1,170,2,5,43
4,106,2,200,1,0,168
2,215,2,138,1,0,29
4,78,2,70,3,0,90
2,215,1,250,3,7,17
3,96,1,250,6,0,87
4,78,2,120,2,1,6
2,14,2,230,3,19,90
4,167,2,100,1,9,90
1,112,2,75,2,11,365
2,215,2,109,1,0,304
2,64,1,99,2,1,144
4,5,2,49,3,8,18
4,4,2,60,1,5,158
2,42,1,220,3,12,19
2,24,2,120,1,0,252
2,31,2,40,4,4,37
3,87,2,80,2,23,362
2,32,1,125,5,2,196
2,14,3,30,2,13,339
3,202,1,265,6,33,95
2,29,2,35,3,0,275
4,98,3,120,1,0,365
2,18,2,57,3,3,83
3,35,1,265,3,5,164
4,118,1,190,4,7,255
2,215,1,179,4,23,25
3,96,1,190,1,4,36
4,5,2,62,2,9,358
4,78,3,26,2,5,90
3,62,2,62,1,4,7
1,112,2,39,4,33,86
3,95,2,60,1,28,21
3,95,1,275,2,6,252
2,21,2,60,1,1,350
2,14,1,139,1,12,134
4,182,3,30,5,1,365
1,154,1,119,3,28,351
4,151,1,120,1,35,356
2,52,1,80,5,9,225
4,184,1,85,3,33,44
2,215,2,60,3,29,61
2,61,2,35,1,3,171
3,179,1,89,1,0,71
4,68,1,200,1,7,311
3,76,2,112,4,14,1
2,42,2,64,6,2,250
4,13,2,45,3,1,90
2,52,1,200,2,36,321
1,39,2,140,1,0,90
2,58,1,135,4,27,57
2,52,2,100,5,0,69
3,96,1,200,1,2,81
2,29,2,150,1,0,269
2,191,2,45,1,5,32
2,75,1,80,3,10,124
2,14,2,90,3,0,280
3,104,1,120,1,30,35
3,95,2,100,1,33,84
2,53,1,150,2,11,217
2,14,2,45,5,19,199
1,112,2,50,1,1,61
2,20,2,64,1,3,3
2,160,2,100,1,5,89
3,95,2,68,1,33,19
2,160,1,70,2,7,29
3,62,1,200,3,28,3
2,52,2,82,2,21,175
3,207,2,75,3,13,137
2,215,2,60,1,33,19
3,35,1,215,3,2,45
3,146,2,105,1,16,308
2,31,1,140,1,1,178
3,62,2,95,1,1,8
3,62,1,189,3,29,63
3,146,1,275,2,32,41
2,14,2,85,5,1,189
1,134,2,70,2,1,90
2,217,2,75,4,1,82
3,96,2,90,2,10,14
2,29,2,80,1,1,314
2,42,1,195,3,12,38
2,29,2,55,1,18,19
2,86,1,125,5,7,70
3,202,1,175,2,16,233
2,92,1,240,2,16,302
2,215,2,70,5,1,4
4,80,2,99,2,0,187
3,202,2,130,1,1,364
3,104,2,100,2,0,89
2,215,1,224,1,26,192
1,214,2,140,2,3,365
3,96,3,69,1,30,335
2,29,3,25,4,0,346
3,65,2,100,1,33,124
2,215,1,195,1,0,50
3,128,2,100,1,0,294
3,207,2,70,2,9,8
4,118,2,50,1,10,211
2,61,2,99,1,1,365
2,53,1,60,3,6,21
2,92,1,225,1,6,177
3,65,1,225,3,0,231
2,52,2,85,1,9,173
3,202,1,136,1,26,47
2,77,2,92,1,2,364
3,138,2,205,1,23,363
2,215,1,180,3,1,9
2,21,2,55,1,1,298
3,65,2,69,1,35,98
3,96,1,177,1,7,8
4,78,1,119,3,26,319
3,65,1,117,3,7,7
3,128,2,233,2,0,207
4,5,2,100,1,11,124
2,61,2,55,4,18,82
2,215,2,135,4,12,365
2,26,1,188,2,25,30
3,95,1,180,2,32,90
1,204,2,35,3,1,342
2,52,2,99,5,27,365
3,202,1,239,1,0,15
2,215,1,200,2,29,36
2,14,1,89,2,18,209
2,31,1,250,3,0,270
3,65,2,75,4,5,33
3,96,2,131,4,33,180
3,113,1,185,1,23,133
2,29,2,65,1,7,79
2,14,1,125,3,4,155
3,199,2,62,1,7,58
1,79,2,90,1,2,362
2,29,2,70,3,8,362
3,203,2,85,1,7,188
4,78,2,190,2,0,362
4,151,2,75,3,1,83
4,165,1,61,2,32,75
4,118,2,89,1,0,359
4,78,2,50,1,31,79
2,14,2,40,4,13,188
1,48,2,45,1,28,161
2,14,2,70,2,7,49
5,3,2,33,4,17,316
4,221,2,44,1,11,331
3,131,1,100,1,24,1
3,95,2,100,1,0,341
3,95,3,75,1,0,34
4,45,1,65,3,28,26
3,95,1,225,3,2,1
4,172,2,28,1,35,43
3,96,1,165,5,0,67
2,14,1,125,3,15,175
2,14,1,132,3,4,205
2,75,2,38,3,0,7
2,32,1,100,4,4,15
2,14,2,75,5,4,313
3,128,1,200,5,12,127
5,171,1,200,5,8,244
3,62,1,200,2,8,162
4,55,1,130,3,17,11
3,128,2,100,1,0,309
4,60,2,100,2,0,363
4,60,2,60,1,15,89
3,35,2,220,3,5,21
4,78,2,69,1,9,365
2,14,1,100,1,30,176
3,146,2,95,4,25,38
2,14,2,100,3,0,352
4,118,2,100,1,2,1
2,109,2,86,2,0,365
2,29,2,95,1,1,89
2,14,1,175,3,12,301
2,52,2,60,2,0,365
4,78,2,80,1,10,163
2,75,1,65,4,11,19
2,14,2,60,1,9,147
3,113,1,276,3,12,277
2,75,2,75,2,4,5
2,21,2,50,1,6,365
2,215,1,175,2,16,364
2,14,2,45,2,5,362
3,95,2,55,5,7,154
2,42,1,259,6,4,7
1,79,2,65,2,7,110
3,95,1,100,4,0,20
2,92,1,225,4,0,159
2,215,1,160,3,4,46
3,120,1,189,5,21,239
2,215,1,220,4,1,25
1,201,2,40,3,31,362
4,5,2,50,2,1,1
3,96,1,175,1,22,12
3,36,2,94,3,4,364
5,56,1,85,2,12,229
3,65,2,150,1,5,121
2,14,2,123,2,32,251
2,29,2,60,1,0,179
3,95,2,80,2,33,65
2,61,3,85,1,1,365
3,202,1,135,4,1,217
4,105,1,200,2,0,364
3,203,2,85,4,18,133
2,14,2,45,5,2,342
4,118,2,109,1,35,364
4,78,2,42,1,0,4
3,36,2,98,1,0,87
3,207,2,72,2,18,145
3,138,1,189,2,1,69
3,207,2,60,2,16,216
5,187,2,120,2,1,350
2,159,1,150,3,25,18
1,1,1,60,1,28,74
2,215,1,125,3,17,14
2,29,1,120,2,10,4
2,215,1,250,1,9,254
4,218,2,66,2,2,364
3,116,1,229,1,3,362
3,65,1,240,3,7,99
2,75,2,59,2,10,27
3,65,1,89,1,10,173
4,5,2,78,3,0,5
3,96,1,150,5,9,6
3,36,1,199,3,7,49
3,138,2,185,1,0,310
2,52,1,199,6,1,156
2,26,2,80,1,14,2
4,190,1,95,3,15,23
3,74,2,150,4,2,90
4,5,2,100,1,13,172
3,95,1,85,2,18,90
2,14,2,70,4,0,12
2,24,2,45,1,1,39
3,202,1,100,3,16,20
3,65,1,128,1,28,178
3,203,2,79,1,7,42
2,52,2,99,2,1,84
2,52,2,42,4,13,364
2,29,2,159,3,30,254
2,14,2,65,3,9,126
3,202,1,220,5,0,77
2,92,2,55,5,0,136
3,87,1,170,3,12,1
3,96,2,150,2,17,16
2,52,1,125,3,25,139
2,29,2,85,3,33,7
3,38,1,80,2,12,8
4,100,1,200,1,2,365
2,75,1,140,4,15,365
2,215,2,209,1,21,15
2,29,1,99,3,34,119
2,14,2,54,1,15,13
2,14,2,58,2,3,167
3,207,2,60,1,18,305
2,90,2,59,2,18,118
2,215,2,65,3,4,3
3,128,2,75,2,14,305
2,64,2,85,3,10,90
2,14,1,90,1,10,50
3,120,2,66,2,23,6
1,206,1,130,1,11,363
2,183,1,120,3,8,9
2,86,2,65,1,20,146
2,215,1,150,4,10,6
3,120,1,200,2,4,3
3,65,1,136,2,6,39
4,184,2,50,1,2,365
3,96,2,99,2,35,28
4,126,1,169,2,4,155
4,190,1,149,3,6,305
3,65,1,240,4,0,83
3,65,2,85,2,21,41
2,14,1,211,1,1,38
3,74,2,270,1,0,365
2,215,2,65,4,0,280
2,52,2,50,2,35,174
3,120,1,137,5,22,40
1,73,2,64,1,11,358
4,167,2,59,1,15,67
2,215,1,150,4,6,8
3,96,2,179,1,13,361
2,205,2,75,1,0,7
3,74,1,160,1,36,365
2,29,2,60,4,16,42
3,74,1,230,2,12,357
3,35,1,154,2,23,4
2,215,1,150,3,1,74
4,118,2,200,2,6,90
2,92,2,90,2,2,89
2,215,2,65,4,30,139
2,92,1,164,4,0,7
2,215,2,65,4,1,5
3,74,1,247,2,9,263
2,29,2,60,4,10,88
3,192,2,100,1,0,300
3,131,1,150,2,4,101
3,210,2,125,1,7,156
2,152,1,230,3,12,354
2,92,1,200,2,5,7
2,6,2,59,1,0,364
2,215,2,85,3,7,42
3,87,2,109,5,5,22
4,78,1,189,3,10,51
3,95,1,174,5,6,8
4,172,2,75,1,2,90
2,215,2,65,1,1,110
4,55,2,50,2,9,28
5,3,2,32,4,10,340
3,120,1,150,2,8,33
3,96,1,249,2,4,336
3,95,2,73,1,27,340
3,202,1,105,5,24,20
2,215,3,25,1,25,358
3,131,2,107,6,12,251
2,90,2,100,2,0,87
4,5,1,125,2,5,24
2,29,1,100,1,13,34
3,87,2,150,2,10,334
3,202,1,153,2,4,3
2,14,2,87,1,4,12
2,29,1,100,2,3,35
3,87,1,165,6,10,43
2,14,2,62,2,29,324
4,5,2,100,5,0,41
2,14,2,70,1,2,161
4,106,2,83,2,2,26
3,74,1,196,2,6,325
3,95,1,170,3,34,198
4,105,2,49,2,10,5
2,64,2,50,1,20,62
2,42,2,241,1,2,139
4,190,2,74,2,6,5
2,215,2,120,1,8,80
2,8,2,99,5,0,37
3,120,1,127,4,7,3
3,96,1,230,1,17,282
2,29,1,128,5,0,152
2,29,2,50,4,3,5
3,95,2,65,6,12,8
3,179,2,100,1,1,292
3,74,1,205,2,8,327
2,29,2,75,1,1,158
3,35,1,215,2,12,128
2,92,2,152,5,13,241
2,58,2,85,4,13,5
1,119,2,27,2,7,60
4,118,2,90,4,21,89
4,106,2,59,1,3,37
2,152,2,65,3,31,22
3,104,2,180,5,6,323
2,129,2,49,2,26,362
3,65,2,85,1,0,23
3,202,1,250,5,22,7
2,86,2,65,2,22,156
2,215,1,123,2,2,1
4,78,2,80,5,0,89
3,95,1,119,2,15,12
3,74,1,229,2,11,329
4,218,2,50,1,2,359
2,215,2,56,5,1,10
3,113,1,195,4,30,4
3,202,2,129,1,1,147
2,14,1,100,3,21,43
3,74,1,245,2,8,163
3,207,1,120,3,2,116
2,75,1,63,5,35,98
2,176,2,50,1,8,75
2,29,2,80,1,2,281
2,61,1,150,1,18,175
2,215,2,100,1,1,27
2,21,2,35,1,7,364
3,179,1,150,1,2,207
3,95,1,125,3,23,166
3,120,2,159,2,29,209
4,118,2,65,2,3,26
3,202,1,151,1,30,42
3,146,1,165,1,3,12
2,215,2,85,4,3,6
2,215,1,150,3,7,86
3,62,2,90,2,8,174
3,96,1,155,1,11,163
2,14,1,140,2,4,4
4,69,2,59,2,8,331
2,20,1,150,3,12,173
3,128,2,198,2,30,333
2,29,1,150,3,1,6
2,42,2,55,1,3,343
2,52,1,150,1,1,188
3,74,1,219,1,36,321
2,6,2,50,4,24,311
3,96,3,69,1,8,357
3,210,1,200,1,0,158
2,14,2,59,1,22,347
2,14,2,70,5,0,37
3,120,1,142,4,2,187
2,183,1,125,2,2,9
3,202,3,75,1,0,90
2,14,3,36,3,12,361
4,190,2,55,2,19,138
3,87,1,125,3,21,7
4,118,1,145,2,30,278
3,95,2,47,1,0,115
2,14,2,70,3,1,65
3,62,3,95,1,7,179
1,156,2,50,3,2,350
3,203,1,125,2,8,176
3,62,2,70,5,1,65
4,182,3,31,5,1,365
2,191,2,60,1,25,52
4,80,3,35,4,1,332
2,29,2,65,1,0,5
2,75,2,59,2,12,189
4,60,2,89,3,0,23
2,215,2,60,5,1,187
3,207,2,155,4,0,90
2,53,1,135,2,20,297
3,96,2,179,1,27,327
3,95,1,270,2,12,365
3,207,2,105,3,3,180
4,167,2,45,2,14,168
3,74,1,228,2,5,349
2,52,2,150,1,0,177
3,74,1,180,2,2,295
3,62,2,65,5,7,80
4,60,2,55,3,2,37
2,215,2,60,2,1,248
4,69,1,88,1,0,50
2,14,1,50,3,11,26
2,18,2,35,3,4,18
2,64,1,100,3,0,112
3,207,2,46,2,0,121
3,170,1,130,2,3,300
4,16,2,75,1,0,365
4,55,2,70,3,13,219
3,207,3,95,1,36,27
3,96,2,209,1,0,333
3,202,1,200,1,10,280
4,118,1,140,2,7,122
2,14,1,125,3,1,95
2,61,2,100,1,30,342
2,52,2,100,2,8,156
3,203,1,162,2,0,12
3,128,1,162,1,0,51
3,95,2,65,2,6,1
3,95,2,95,2,2,88
2,159,1,140,2,4,130
4,106,1,59,1,27,62
2,27,1,165,4,9,21
2,14,2,45,4,35,89
4,172,2,60,1,6,167
3,131,1,150,2,0,33
3,120,1,165,2,6,83
2,215,2,120,2,0,22
3,95,1,135,3,1,3
3,202,2,120,1,14,147
3,62,1,250,1,7,78
3,65,2,85,6,10,36
2,160,1,100,2,2,95
2,8,1,134,2,35,34
3,96,2,100,1,0,299
3,207,1,91,4,0,67
3,95,1,130,2,12,14
2,160,2,69,4,19,43
3,202,1,125,3,30,4
2,29,2,45,2,1,1
2,14,2,77,2,0,169
2,75,2,65,1,1,80
3,203,2,219,1,0,269
3,128,2,269,3,8,365
2,14,2,110,3,20,173
4,5,2,80,2,1,87
4,105,3,30,1,3,350
5,123,1,130,2,8,174
4,78,2,65,1,3,85
3,120,1,159,4,12,31
2,42,2,50,4,32,347
2,215,2,59,5,1,48
3,36,1,202,3,2,215
3,95,2,119,3,0,5
2,14,1,180,2,30,69
2,18,2,75,3,0,89
3,65,2,85,2,26,165
2,215,2,110,3,20,98
3,74,1,201,2,9,271
3,62,2,80,3,0,205
3,170,2,80,6,3,260
2,215,2,150,1,4,363
3,36,1,199,2,18,1
2,215,1,200,3,0,5
3,96,1,160,2,5,70
4,55,2,170,1,0,157
5,188,2,50,1,10,179
2,191,1,180,4,0,12
2,215,2,130,1,13,64
2,176,2,138,1,1,269
3,207,2,65,3,0,87
3,96,2,70,1,30,193
2,42,2,130,1,2,345
3,207,2,50,4,22,42
2,152,1,100,3,26,219
3,95,1,175,3,33,1
1,112,2,50,2,14,26
3,207,1,180,5,0,83
2,75,2,35,4,7,20
1,156,3,28,1,4,71
2,92,1,108,2,3,33
2,215,1,150,2,14,2
2,8,2,89,1,3,269
2,14,2,40,1,4,84
4,221,1,150,4,27,321
3,96,1,140,5,15,7
4,5,2,90,3,17,334
2,42,1,125,2,6,241
3,207,2,60,3,8,2
3,35,1,100,2,2,32
3,96,2,125,2,0,41
4,45,2,44,4,8,3
5,157,2,47,2,13,283
5,101,1,100,3,21,88
4,78,2,57,1,13,347
2,14,3,200,1,1,179
2,90,2,33,2,0,318
3,95,2,75,3,11,14
4,5,2,150,1,1,165
2,215,1,175,2,0,35
4,184,2,42,3,10,352
2,29,2,69,1,28,36
3,65,1,130,2,6,27
4,5,2,29,5,11,156
1,193,1,100,2,23,89
4,51,3,45,1,18,365
4,164,1,140,2,11,335
3,128,2,260,2,1,177
4,69,2,55,1,4,83
4,78,2,53,2,24,359
3,62,1,100,2,14,36
2,92,1,189,2,9,60
1,119,2,100,2,0,179
3,202,1,200,5,6,67
2,29,1,150,1,7,88
3,202,1,145,2,2,37
2,61,1,199,3,9,353
2,14,1,168,3,24,30
2,215,2,65,1,10,73
2,21,2,69,1,0,365
3,113,1,210,3,14,327
1,73,1,135,6,8,250
4,218,2,50,3,0,178
1,49,1,75,3,2,253
2,29,2,75,1,0,18
1,112,2,69,1,31,365
4,221,1,50,1,28,13
4,5,1,80,5,17,12
1,156,3,28,1,5,60
3,128,2,100,3,6,45
2,14,2,99,2,8,179
3,65,1,158,2,21,18
4,218,1,85,3,0,300
3,74,1,215,1,4,246
3,202,1,250,3,4,365
2,14,2,51,5,13,89
3,202,1,225,4,10,348
3,35,1,185,3,1,7
3,95,2,57,3,17,341
2,52,2,49,3,3,365
2,215,2,150,1,0,364
4,164,2,85,1,3,112
3,202,1,233,6,15,154
5,188,1,125,2,10,252
1,119,1,85,1,1,14
3,62,2,40,1,19,18
3,62,2,150,1,5,83
2,159,2,85,3,3,189
3,95,2,89,2,6,170
4,221,2,89,1,0,70
4,51,3,26,2,21,352
2,8,2,75,5,0,15
2,160,2,109,1,0,95
3,96,1,249,2,1,7
2,152,1,180,3,21,125
2,77,2,37,2,28,38
3,203,1,99,2,0,93
3,207,2,50,1,0,87
2,152,1,95,1,8,6
3,128,1,140,2,1,354
2,61,2,43,4,1,312
3,146,1,179,2,0,311
4,78,2,65,1,2,90
2,52,1,199,2,9,90
3,128,1,210,4,3,156
4,167,2,70,1,0,127
3,74,1,220,4,0,6
5,187,2,85,2,0,356
3,120,1,195,3,14,158
4,4,2,35,3,11,54
3,93,1,249,2,2,177
3,120,1,160,5,10,11
2,52,1,100,2,0,12
2,14,2,250,2,0,173
3,96,2,179,1,20,364
2,14,2,45,6,30,21
5,3,2,33,4,6,285
4,69,2,50,1,16,49
2,215,1,175,3,12,54
2,20,1,160,2,1,5
2,42,1,115,3,4,2
2,61,2,59,2,10,41
4,124,2,49,2,0,307
2,75,1,100,3,13,7
2,20,1,140,3,4,5
3,96,1,250,2,17,71
4,164,2,65,1,2,134
4,167,1,200,3,9,273
2,75,2,129,3,12,75
3,203,1,250,4,15,57
3,65,2,125,1,21,363
3,203,2,90,1,35,261
4,5,2,65,1,11,9
4,190,1,104,2,6,141
3,95,2,92,2,0,346
2,29,3,43,3,32,104
2,92,1,80,3,2,3
4,78,2,42,1,7,207
2,215,3,115,3,1,66
3,62,1,275,2,2,7
4,78,2,40,2,29,314
3,65,1,159,1,0,166
4,5,2,91,2,0,341
4,69,2,45,2,3,324
1,201,1,150,1,6,191
2,86,1,139,2,19,209
4,172,2,60,1,0,180
2,217,1,149,2,17,1
2,52,1,220,2,4,251
2,29,1,119,3,6,4
2,20,2,98,1,9,25
1,79,1,178,2,0,89
4,105,1,105,1,28,113
3,207,2,37,4,4,88
3,202,1,197,4,11,16
4,165,2,50,2,3,346
2,29,2,51,1,19,175
4,45,2,60,2,19,331
3,95,2,55,1,8,293
3,202,1,185,3,1,92
3,65,2,249,3,10,91
3,96,3,100,2,18,365
2,14,2,80,3,3,88
2,29,2,70,4,15,35
3,104,1,129,2,0,65
2,14,2,55,2,5,326
3,62,3,65,1,2,170
2,31,1,90,5,23,293
2,191,1,94,2,24,12
1,79,1,223,3,0,315
2,52,1,89,2,0,6
2,215,1,250,3,16,3
3,128,2,102,1,1,353
2,29,2,40,3,7,12
3,202,1,121,1,16,351
2,176,2,50,1,5,85
3,207,2,102,2,29,178
2,215,1,80,1,0,2
3,138,2,150,1,2,73
4,165,1,85,2,33,179
2,109,1,250,5,11,34
2,14,2,70,2,0,9
4,111,2,90,1,2,90
3,210,1,150,2,10,13
3,96,2,89,3,9,32
2,160,2,55,2,11,44
